author,year,title,container,publisher,doi,url,File,ID
America; Acoustical Society; of,2013,"American National Standard Quantities and Procedures for Description and Measurement of Environmental Sound ^a?? Part 3: Short-term Measurements with an Observer Present, key_date=861231&input_doc_number=S12%2E9&input_doc_title=&org_code=A SA&input_asa_filter=ASA-NULL-S12#product-details-list",,,,https://global.ihs.com/doc_detail.cfm?&csf=ASA&item_s_key=00224306&item_,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2428
Shugart; H.H.; Jr,1977,The effect of transmission-line corridors on bird populations,American Midland Naturalist,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2429
"c(""Andrew"", ""Mosher""); c(""J.M."", ""J.A."")",1982,Bald eagle nest site selection and nesting habitat in Maryland,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2430
"c(""Apps"", ""McLellan""); c(""C.D."", ""B.N."")",2006,Factors influencing the dispersion and fragmentation of endangered mountain caribou populations,Biological Conservation,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2431
"c(""Apps"", ""McLellan"", ""Kinley"", ""Serrouya"", ""Seip"", ""Wittmer""); c(""C."", ""B."", ""T."", ""R."", ""D."", ""H."")",2013,Spatial factors related to mortality and population decline of endangered mountain caribou,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2432
"c(""Arsenault"", ""Neel"", ""Wilson""); c(""D.P."", ""L."", ""G.E."")",2003,"Flammulated owls in the Spring Mountains, Nevada",Great Basin Birds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2433
"c(""Aune"", ""Kasworm""); c(""K."", ""W."")",1989,Final Report East Front Grizzly Bear Study,,Montana Fish Wildlife and Parks,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2434
"c(""Baker"", ""Will"", ""Oliver""); c(""T.G."", ""G.M."", ""G.R."")",1989,Nutrient release from silvicultural slash: Leaching and decomposition of Pinus radiata needles,Forest Ecology and Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2435
"c(""Banci"", ""Ruggiero"", ""Buskirk"", ""Lyon"", ""William""); c(""V."", ""K.B.Aubry"", ""S.W."", ""J.L."", ""J."")",1994,"Wolverine. In The Scientific Basis for Conserving Forest Carnivores: American Marten, Fisher, Lynx and Wolverine in the Western United States",,Fort Collins US,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2436
"c(""Benn"", ""Herrero""); c(""B."", ""S."")",2002,"Grizzly Bear Mortality and Human Access in Banff and Yoho National Parks, 1971-98",Ursus,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2437
Bennett; A.F.,1991,"Roads, Roadsides and Wildlife Conservation: A Review",Nature Conservation 2 The Role of Corridors,Surrey Beatty and Sons,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2438
"c(""Boulanger"", ""Stenhouse""); c(""J."", ""G.B."")",2014,The Impact of Roads on the Demography of Grizzly Bears in Alberta,PLoS ONE,,10.1371/journal.pone.0115535.,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2439
Bowles; A.E.,1995,Responses of Wildlife to Noise,Wildlife and Recreationists^a??Coexistence through Management and Research,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2440
Briggs; B.,"2018, 2018","Background on Upper Priest River Road (FSR 1013) construction. Email confirmation from Brent Briggs, Idaho Panhandle National Forests Road Engineer, to Jamie Young, Biologist",SWCA Environmental Consultants,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2441
"c(""Bull"", ""Wright"", ""Henjum""); c(""E.L."", ""A.L."", ""M.G."")",1990,Nesting habitat of flammulated owls in Oregon,Journal of Raptor Research,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2442
Burleigh; T.D.,1972,Birds of Idaho,,The Caxton Printers Ltd,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2443
"c(""Campbell"", ""Dawe"", ""McTaggart-Cowan"", ""Cooper"", ""Kaiser"", ""McNall""); c(""R.W."", ""N.K."", ""I."", ""J.M."", ""G.W."", ""M.C."")",1990,The Birds of British Columbia,Nonpasserines Diurnal Birds of Prey through Woodpeckers,University of British Columbia Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2444
"c(""Cassirer"", ""Groves""); c(""E.F."", ""C.R."")",1991,Harlequin Duck Ecology in Idaho: 1987-1990,,Idaho Department of Fish and Game,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2445
"c(""Cassirer"", ""Groves"", ""Genter""); c(""E.F."", ""C.R."", ""D.L."")",1994,Coeur d^a??Alene Salamander Conservation Assessment,,US Forest Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2446
"c(""Cassirer"", ""Reichel"", ""Wallen"", ""Atkinson""); c(""E.F."", ""J.D."", ""R.L."", ""E."")",1996,Harlequin Duck (Histrionicus histrionicus) Conservation Assessment and Strategy for the U.S,Rocky Mountains Draft report,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2447
"c(""Christensen"", ""Madel""); c(""A.G."", ""M.J."")",1982,Cumulative Effects Analysis Process: Grizzly Habitat Component Mapping,,US Forest Service Kootenai National Forest,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2448
Chutter; F.M.,1969,The effects of silt and sand on the invertebrate fauna of streams and rivers,Hydrobiologia,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2449
"c(""Claar"", ""Bertram"", ""Naney"", ""Warren"", ""Ruediger""); c(""J.J."", ""T."", ""R."", ""N."", ""W."")",2003,Wildlife Linkage Areas: An Integrated Approach for Canada lynx,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2450
"c(""Clark"", ""Karr""); c(""W.D."", ""J.R."")",1979,Effects of highways on red-winged blackbird and horned lark populations,The Wilson Bulletin,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2451
"c(""Collins"", ""Peterson""); c(""C.T."", ""B.M."")",1998,Nocturnal chick provisioning by black swifts,Western Birds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2452
,2011,Committee on the Status of Endangered Wildlife in Canada (COSEWIC,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2453
,,Designatable Units for Caribou (Rangifer tarandus) in Canada,,COSEWIC,,http://www.cosewic.gc.ca/4E5136BF-F3EF4B7A-9A79-6D70BA15440F/COSEWIC_Caribou_DU_Report_23Dec2011.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2454
,2014,"COSEWIC Assessment and Status Report on the Caribou Rangifer tarandus, Northern Mountain Population, Central Mountain Population and Southern Mountain Population in Canada",,COSEWIC,,https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_Caribou_Northern_Ce,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2455
"c(""Copeland"", ""McKelvey"", ""Aubrey"", ""Landa"", ""Persson"", ""Inman"", ""Krebs"", ""Lofroth"", ""Golden"", ""Squires"", ""Magoun"", ""Schwartz"", ""Wilmot"", ""Copeland"", ""Yates"", ""Kojola"", ""May""); c(""J.P."", ""K.S."", ""K.B."", ""A."", ""J."", ""R.M."", ""J."", ""E."", ""H."", ""J.R."", ""A."", ""M.K."", ""J."", ""C.L."", ""R.E."", ""I."", ""R."")",2010,The bioclimatic envelope of the wolverine (Gulo gulo): Do climatic constraints limit its geographic distribution?,Canadian Journal of Zoology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2456
"c(""Copeland"", ""Peek"", ""Groves"", ""Melquist"", ""McKelvey"", ""McDaniel"", ""Long"", ""Harris""); c(""J.P."", ""J.M."", ""C.R."", ""W.E."", ""K.S."", ""G.W."", ""C.D."", ""C.E."")",2007,Season habitat associations of the wolverine in central Idaho,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2457
Costich-Thompson; J.,"2014, 2014",North Zone Botanist. Coeur d^a??Alene: Idaho Panhandle National Forests. Interviewed by T.K,,SWCA Environmental Consultants,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2458
Environmental Quality; Council; on,2005,Guidance on the Consideration of Past Actions in Cumulative Effects Analysis,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2459
"c(""Craighead"", ""Craighead""); c(""F.C."", ""J.J."")",1972,Grizzly Bear Pre-hibernation and Denning Activities as Determined by Radio-Tracking,Wildlife Monographs,The Wildlife Society,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2460
"c(""Craighead"", ""Sumner""); c(""J.J."", ""J.S."")",1980,"Grizzly bear habitat analysis. Sect 2: Evaluation of Grizzly Bear Food Plants, Food Categories, and Habitat",,Wildlife Wildlands Institute University of Montana,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2461
,2013,"Climate Change in the Northwest: Implications for Our Landscapes, Waters, and Communities",,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2462
Brack; V.; Jr.,1986,"Food Habits of the Big-eared Bat, Plecotus townsendii townsendii, in Virginia",Virginia Journal of Science,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2463
"c(""Evans"", ""Associates"", ""Spokane"", ""N.J."", ""Schmiegelow"", ""Hervieux"", ""McDermid"", ""Neufeld"", ""Bradley"", ""Whittington"", ""Smith"", ""Morgantini"", ""Wheatley"", ""Musiani""); c(""David"", ""Inc"", ""Washington DeCesare"", ""M.Hebblewhite"", ""F."", ""D."", ""G.J."", ""L."", ""M."", ""J."", ""K.G."", ""L.E."", ""M."", ""M."")","2005, 2012","Conservation Strategy for Assessment of Eleven Sensitive Moonworts (Ophioglossaceae; Botrychium subgenus Botrychium) on the Idaho Panhandle National Forests, Transcending scale dependence in identifying habitat with resource selection functions",Ecological Applications,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2464
Hoyo; J.; del,1992,Handbook of the Birds of the World,Ostrich to Ducks,Lynx Edicions,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2465
,1999,Handbook of Birds of the World,,BarnOwls to Hummingbirds Lynx Edicions,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2466
"c(""Dixon"", ""Saab""); c(""R.D."", ""V.A."")",2000,Black-backed woodpecker (Picoides arcticus,Number 509 in The Birds of North America,Academy of National Science and American Ornithologists^a?? Union,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2467
DJ&A; P.C.,2012,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2468
,1998,,,Integrated Vegetation Management Guide,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2469
,2017,,,BioIntegral Resource Center,,http://members.efn.org/~ipmpa/Noxivm.html.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2470
"c(""Dyer"", ""O^a??Neill"", ""Wasel"", ""Boutin""); c(""S.J."", ""J.P."", ""S.M."", ""S."")",2001,Avoidance of industrial development by woodland caribou,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2471
Dyer; S.J.,2002,Quantifying barrier effects of roads and seismic lines on movements of female woodland caribou in northeastern Alberta,Canada Journal of Zoology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2472
Evans; H.F.,1960,A Preliminary Investigation of Caribou in Northwestern United States,,Montana State University,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2473
"c(""Fahrig"", ""Rytwinski""); c(""L."", ""T."")",2009,Effects of roads on animal abundance: an empirical review and synthesis,Ecology and Society,,,http://www.ecologyandsociety.org/vol14/iss1/art21/.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2474
Fausch; K.D.,1989,"Do gradient and temperature affect distributions of, and interactions between, brook charr (Salvelinus fontinalis) and other resident salmonids in streams?",Physiology and Ecology Japan Special,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2475
Administration; Federal Highway,"2006, 2015",Construction Noise Handbook,,,,http://www.fhwa.dot.gov/environment/noise/construction_noise/handbook/.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2476
Finklin; A.I.,1983,"Climate of Priest River Experimental Forest, Northern Idaho",,US Department of Agriculture Forest Service Intermountain Forest and Range Experiment Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2477
Flinn; P.,1956,Caribou of Idaho,,Idaho Department of Fish and Game,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2478
"c(""Foltz"", ""Maillard""); c(""R.B."", ""E."")",2003,Infiltration rates on abandoned road-stream crossings,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2479
"c(""Foltz"", ""Yanosek"", ""Brown""); c(""R.B."", ""K.A."", ""T.M."")",2008,Sediment concentration and turbidity changes during culvert removals,Journal of Environmental Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2480
Forman; R.T.T.,2004,Road ecology^a??s promise: What^a??s around the bend?,Environment,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2481
"c(""Forman"", ""Alexander""); c(""R.T.T."", ""L.E."")",1998,Roads and their major ecological effects,Annual Review of Ecology and Systematics,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2482
"c(""Forman"", ""Friedman"", ""Fitzhenry"", ""Martin"", ""Chen"", ""Alexander""); c(""R.T.T."", ""D.S."", ""D."", ""J.D."", ""A.S."", ""L.E."")",1997,Ecological effects of roads: Toward three summary indices and an overview for North America,Proceedings of the International Conference ^a??Habitat Fragmentation Infrastructure and the Role of Ecological Engineering^a?? 1721 September 1995 Maastricht^a??The Hague The Netherlands,Ministry of Transport Public Works and Water Management,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2483
"c(""Forman"", ""Hersperger""); c(""R.T.T."", ""A.M."")","1996, 1996","Road ecology and road density in different landscapes, with international planning and mitigation solutions",Proceedings Transportation and Wildlife Reducing Wildlife Mortality and Improving Wildlife Passageways across Transportation Corridors Florida Department of Transportation Federal Highway Administration transportationrelated wildlife mortality seminar,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2484
"c(""Forman"", ""Sperling"", ""Bissonette"", ""Clevenger"", ""Cutshall"", ""Dale"", ""Fahrig"", ""France"", ""Goldman"", ""Heanue"", ""Jones"", ""Swanson"", ""Turrentine"", ""Witner""); c(""R.T.T."", ""D."", ""J.A."", ""A.P."", ""C.D."", ""V.H."", ""L."", ""R."", ""C.R."", ""K."", ""J.A."", ""F.J."", ""T."", ""T.C."")",2003,Road Ecology: Science and Solutions,,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2485
Freddy; D.J.,"1974, 1973",Status and Management of the Selkirk Caribou Herd,,University of Idaho,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2486
Freddy; D.J.,1979,"Distribution and movements of Selkirk caribou, 1972^a??1974",Canadian FieldNaturalist,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2487
"c(""Fredericks"", ""Davis"", ""Horner"", ""Corsi""); c(""J."", ""J."", ""N."", ""C."")",2002,"Regional Fisheries Management Investigations, Panhandle Region",,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2488
"c(""Frest"", ""Johannes""); c(""T.J."", ""E.J."")",1999,,,Bureau of Land Management State Office,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2489
Agriculture; U.S.Department; of,2002,Pinus albicaulis. Fire Effects Information System,,,,http://www.fs.fed.us/database/feis/plants/tree/pinalb/all.html.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2490
Fuller; T.K.,1989,Population dynamics of wolves in north central Minnesota,Wildlife Monograph,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2491
"c(""Furniss"", ""Flanagan"", ""McFadin""); c(""M.J."", ""S.A."", ""B.A."")",2000,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2492
^a??,,"An Indicator of the Influence of Roads on Chronic Sedimentation, Surface Water Hydrology, and Exposure to Toxic Chemicals",,Fort Collins US Forest Service Stream Systems Technology Center Rocky Mountain Research Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2493
"c(""Furniss"", ""Ledwith"", ""Love"", ""McFadin"", ""Flanagan""); c(""M.J."", ""T.S."", ""M.A."", ""B.C."", ""S.A."")",1998,,,Pacific Southwest Region and San Dimas Technology and Development Center,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2494
"c(""Gabrielsen"", ""Smith""); c(""G.W."", ""E.N."")",1995,Physiological responses of wildlife to disturbance,Wildlife and Recreationists Coexistence through Management and Research,Island Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2495
"c(""Garrison"", ""Moore""); c(""M.T."", ""J.A."")",1998,Nutrient Management: A summary and review. Intermountain Forest Tree Nutrition Cooperative Supplemental Report 98-5,,University of Idaho College of Forest Wildlife and Range Sciences,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2496
Gerhardt; N.,1981,Blue Joe Creek Investigations,,Idaho Panhandle National Forests Bonners Ferry Ranger District,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2497
"c(""Glaza"", ""Hegler"", ""Pierson"", ""Allen""); c(""B."", ""B."", ""T."", ""K."")","2014, 2016",,Provided by Shanda Dekome Natural Resources Staff Officer Idaho Panhandle National Forests to Jamie Young SWCA Environmental Consultants,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2498
Goggans; R.,1986,Habitat Use by Flammulated Owls in Northeastern Oregon,,Oregon State University,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2499
"c(""Grant"", ""Lewis"", ""Swanson"", ""Cissel"", ""McDonnell""); c(""G.E."", ""S.L."", ""F.J."", ""J.H."", ""J.J."")",2008,Effects of Forest Practices on Peak Flows and Consequent Channel Response: A State-ofScience Report for Western Oregon and Washington,,US Forest Service,,http://www.fs.fed.us/pnw/pubs/pnw_gtr760.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2500
Observatory; Great Basin Bird,2010,"Nevada Comprehensive Bird Conservation Plan, ver. 1.0",,Great Basin Bird Observatory,,www.gbbo.org/bird_conservation_plan.html.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2501
Green; N.,1985,The Bald Eagle,Audubon Wildlife Report,National Audubon Society,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2502
"c(""Groves"", ""Yensen""); c(""C."", ""E."")",1989,Rediscovery of the northern bog lemming (Synaptomys borealis) in Idaho,Northwestern Naturalist,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2503
Groves; C.R.,1994,,,The Nature Conservancy,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2504
"c(""Gucinski"", ""Furniss"", ""Ziemer"", ""Brookes""); c(""H."", ""M.J."", ""R.R."", ""M.H."")",2001,Forest Roads: A Synthesis of Scientific Information,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2505
,,,,US Forest Service Pacific Northwest Research Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2506
"c(""Gunn"", ""Potter"", ""Beason""); c(""C."", ""K.M."", ""J.P."")",2012,"Nest microclimate at northern black swift colonies in Colorado, New Mexico, and California: temperature and relative humidity",Wilson Journal of Ornithology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20190008_Bog_Creek_Road_Project_Final_Environmental_Impact_Statement.json,2507
